Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Pista joc,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
215041,Escola La Flor de Maig,HANDBOL PREALEVÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Escola La Flor de Maig,1,HANDBOL,PREALEVÍ,MIXT,Divendres,20:00 h,,HANDBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,coordinacio@handbolpoblenou.cat
215040,Braval B,BÀSQUET JUVENIL MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell B,CEM Can Ricart,7,BÀSQUET,JUVENIL,MIXT,Divendres,18:15 h,,"BÀSQUET JUVENIL MIXT COPA CEEB 25-26, BÀSQUET JUVENIL MIXT GRUP 02 1a FASE CEEB",jordijovep@gmail.com
215039,"Escola Garbí ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell D,Escola Garbí d'Esplugues,Fora,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,BÀSQUET PREALEVÍ MIXT GRUP 05 1a FASE CEEB,cserra@escolesgarbi.cat
215038,Braval B,BÀSQUET CADET MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell B,CEM Can Ricart,7,BÀSQUET,CADET,MIXT,Divendres,18:15 h,,"BÀSQUET CADET MIXT COPA CEEB 25-26, BÀSQUET CADET MIXT GRUP 01 1a FASE CEEB",fysern@braval.org
215037,"Escola Garbí ""A""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Escola Garbí d'Esplugues,Fora,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,18:00 h,,BÀSQUET PREALEVÍ FEMENÍ GRUP 02 1a FASE CEEB,gagueda@escolesgarbi.cat
215036,Handbol Poblenou,HANDBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Pavelló Escola Grèvol,1,HANDBOL,ALEVÍ,MIXT,Dissabte,10:00 h,"Equip Infantil Femení, que jugarà en categoria aleví",HANDBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB,coordinacio@handbolpoblenou.cat
215035,"Escola Garbí ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola Garbí,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Escola Garbí d'Esplugues,Casa,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,"BÀSQUET BENJAMÍ MIXT COPA CEEB 25-26, BÀSQUET BENJAMÍ MIXT GRUP 03 1a FASE CEEB",fmarquez@escolesgarbi.cat
215034,Braval A,BÀSQUET CADET MIXT 1ª FASE CEEB,,Braval,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,CEM Can Ricart,3,BÀSQUET,CADET,MIXT,Divendres,18:15 h,,"BÀSQUET CADET MIXT COPA CEEB 25-26, BÀSQUET CADET MIXT GRUP 02 1a FASE CEEB",alfonso.gironza@gmail.com
215033,"Escola L'Arenal de Llevant ""Blanc""",HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola L'Arenal de Llevant,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Escola l'Arenal de Llevant,2,HANDBOL,PREBENJAMÍ,MIXT,Divendres,19:00 h,,HANDBOL PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,coordinacio@handbolpoblenou.cat
215030,Associacio Esportiva de Gracia,FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell B,CEM Perill,6,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:15 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 01 1a FASE CEEB,angelpualbe@hotmail.com
215029,Associacio Esportiva de Gracia,FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,CEM Perill,2,FUTBOL 5,INFANTIL,MIXT,Divendres,19:15 h,,FUTBOL 5 INFANTIL MIXT GRUP 07 1a FASE CEEB,puli110@hotmail.com
215028,Associacio Esportiva de Gracia,FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,CEM Perill,2,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:15 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 05 1a FASE CEEB,puli110@hotmail.com
215027,Associacio Esportiva de Gracia B,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,CEM Perill,6,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 11 1a FASE CEEB,jriuda10@gmail.com
215026,Associacio Esportiva de Gracia A,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell B,CEM Perill,2,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 12 1a FASE CEEB,puli110@hotmail.com
215025,Associacio Esportiva de Gracia,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Associacio Esportiva de Gracia,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell D,CEM Perill,6,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 11 1a FASE CEEB,jriuda10@gmail.com
215024,"Escola Bogatell (FPC CET 10) ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Bogatell (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell E,Escola Bogatell,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 07 1a FASE CEEB,ocallau@cet10.com
215023,"Associacio Sant Marti Esport ""A""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,,Associacio Sant Marti Esport,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Complex Poliesportiu Francesc Abad,Fora,VOLEIBOL,CADET,FEMENI,Divendres,18:30 h,,VOLEIBOL CADET FEMENÍ GRUP 08 1a FASE CEEB,dani@asme.es
215022,"AMPA Escola Mestre Enric Gibert i Camins ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,,AMPA Escola Mestre Enric Gibert i Camins,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Escola Mestre Enric Gibert i Camins,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 03 1a FASE CEEB,coord.act@mestregibert.cat
215021,"Associacio Sant Marti Esport ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Associacio Sant Marti Esport,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Complex Poliesportiu Francesc Abad,Casa,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:30 h,Equip sencer de noies,VOLEIBOL ALEVÍ MIXT GRUP 08 1a FASE CEEB,dani@asme.es
215020,"AMPA Escola Mestre Enric Gibert i Camins ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,AMPA Escola Mestre Enric Gibert i Camins,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Escola Mestre Enric Gibert i Camins,Fora,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 08 1a FASE CEEB,coord.act@mestregibert.cat
215019,"AMPA Escola Mestre Enric Gibert i Camins ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,AMPA Escola Mestre Enric Gibert i Camins,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Escola Mestre Enric Gibert i Camins,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 03 1a FASE CEEB,coord.act@mestregibert.cat
215018,"Club Esportiu Jesús Maria ""A""",BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,,Club Esportiu Jesús Maria,Genèrica,Tramitada,,2025-10-06,2025-09-29,,1,Nivell E,Escola Jesus i Maria Sant Gervasi,3,BÀSQUET,INFANTIL,FEMENÍ,Divendres,19:30 h,,BÀSQUET INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,clubesportiujm@edu.jmsanger.com
215017,"AMPA Escola Mestre Enric Gibert i Camins ""E""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,AMPA Escola Mestre Enric Gibert i Camins,Genèrica,Tramitada,,2025-10-01,2025-09-29,,1,Nivell E,Escola Mestre Enric Gibert i Camins,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 05 1a FASE CEEB,coord.act@mestregibert.cat
215016,"Club Esportiu Jesús Maria ""A""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,Club Esportiu Jesús Maria,Genèrica,Tramitada,,2025-10-06,2025-09-29,,1,Nivell E,Escola Jesus i Maria Sant Gervasi,3,BÀSQUET,ALEVÍ,FEMENÍ,Divendres,18:00 h,,BÀSQUET ALEVÍ FEMENÍ GRUP 03 1a FASE CEEB,clubesportiujm@edu.jmsanger.com
215015,"Club Esportiu Jesús Maria ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Club Esportiu Jesús Maria,Genèrica,Tramitada,,2025-10-06,2025-09-29,,1,Nivell E,Escola Jesus i Maria Sant Gervasi,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,BÀSQUET PREALEVÍ MIXT GRUP 05 1a FASE CEEB,clubesportiujm@edu.jmsanger.com
215014,"EB Vallcarca Nord (FBC) ""Negre""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,2025-12-11,2025-09-29,,1,Nivell E,Polisportiu Josep Maria Segarra,3,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:15 h,,BÀSQUET PREBENJAMÍ MIXT GRUP 02 1a FASE CEEB,vallcarcanord.fbc@gmail.com
215013,Escola La Sedeta (Valors IPP),FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola La Sedeta (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-09-29,,1,Nivell C,Escola Institut La Sedeta,5,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:15 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 07 1a FASE CEEB,esanmiguel@somvalors.com
215012,"CE La Farga XXI ""A""",FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,,CE La Farga XXI,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Col·legi La Farga,Casa,FUTBOL 7,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 7 PREBENJAMÍ MIXT GRUP 02 1a FASE CEEB,franavarro10@gmail.com
215011,"CE La Farga XXI ""A""",FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,,CE La Farga XXI,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Col·legi La Farga,Fora,FUTBOL 7,BENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 7 BENJAMÍ MIXT GRUP 01 1a FASE CEEB,franavarro10@gmail.com
215010,"Centre d'Estudis Montseny (FPC CET 10) ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell C,Centre d'Estudis Montseny,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 08 1a FASE CEEB,esports@cemontseny.cat
215009,Escola La Sedeta (Valors IPP),VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,Escola La Sedeta (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-09-29,,1,Nivell C,Escola Institut La Sedeta,1,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREALEVÍ MIXT GRUP 02 1a FASE CEEB,esanmiguel@somvalors.com
215008,"CE La Farga XXI ""A""",FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,,CE La Farga XXI,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Col·legi La Farga,Casa,FUTBOL 7,PREALEVÍ,MIXT,Divendres,18:00 h,,FUTBOL 7 PREALEVÍ MIXT GRUP 01 1a FASE CEEB,franavarro10@gmail.com
215007,Centre d'Estudis Montseny (FPC CET 10),VOLEIBOL PREINFANTIL FEMENÍ 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell C,Centre d'Estudis Montseny,5,VOLEIBOL,PREINFANTIL,FEMENI,Divendres,18:00 h,,VOLEIBOL PREINFANTIL FEMENÍ GRUP 02 1a FASE CEEB,esports@cemontseny.cat
215006,Centre d'Estudis Montseny (FPC CET 10),FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell D,Centre d'Estudis Montseny,1,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 05 1a FASE CEEB,esports@cemontseny.cat
215005,Centre d'Estudis Montseny (FPC CET 10),VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell B,Centre d'Estudis Montseny,5,VOLEIBOL,CADET,FEMENI,Divendres,19:15 h,,VOLEIBOL CADET FEMENÍ GRUP 08 1a FASE CEEB,esports@cemontseny.cat
215004,Escola La Sedeta (Valors IPP) B,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola La Sedeta (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-09-29,,1,Nivell E,Escola Institut La Sedeta,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,,VOLEIBOL ALEVÍ MIXT GRUP 06 1a FASE CEEB,esanmiguel@somvalors.com
215003,Centre d'Estudis Montseny (FPC CET 10),FUTBOL 5 INFANTIL FEMENÍ 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell C,Centre d'Estudis Montseny,1,FUTBOL 5,INFANTIL,FEMENÍ,Divendres,19:00 h,Juguen fora de competició,FUTBOL 5 INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,esports@cemontseny.cat
215002,Escola La Sedeta (Valors IPP),FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola La Sedeta (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-09-29,,1,Nivell C,Escola Institut La Sedeta,5,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 14 1a FASE CEEB,esanmiguel@somvalors.com
215001,Escola La Sedeta (Valors IPP) A,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola La Sedeta (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-09-29,,1,Nivell B,Escola Institut La Sedeta,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,,VOLEIBOL ALEVÍ MIXT GRUP 04 1a FASE CEEB,esanmiguel@somvalors.com
215000,"Centre d'Estudis Montseny (FPC CET 10) ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Centre d'Estudis Montseny (FPC CET 10),Genèrica,Tramitada,,,2025-09-29,,1,Nivell C,Centre d'Estudis Montseny,5,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,Son tot noies,VOLEIBOL ALEVÍ MIXT GRUP 08 1a FASE CEEB,esports@cemontseny.cat
214999,"AEE Institut Jaume Balmes ""C""",FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,11:00 h,"Com vam fer l'any passat, ens agradaria que aquest equip jugués a la categoria LLIGA JOVE FEMENINA. És el mateix equip que l'any passat i creiem que encara no tenen el suficient nivell per jugar a la lliga jove masculina. Esperem que es pugui fer aquest canvi, òbviament sense entrar en competició, moltes gràcies!!",FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 01 1a FASE CEEB,aeeiesjaumebalmes@gmail.com
214998,"AEE Institut Jaume Balmes ""B""",FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,12:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 01 1a FASE CEEB,aeeiesjaumebalmes@gmail.com
214997,"AEE Institut Jaume Balmes ""A""",FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,SÈNIOR,MIXT,Dissabte,13:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 03 1a FASE CEEB,aeeiesjaumebalmes@gmail.com
214996,"AEE Institut Jaume Balmes ""A""",FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,SÈNIOR,FEMENÍ,Dissabte,13:00 h,,FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 02 1a FASE CEEB,aeeiesjaumebalmes@gmail.com
214995,"Escola Els Llorers (AE L'Eixample) ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Els Llorers (AE L'Eixample),Genèrica,Tramitada,,2025-12-10,2025-09-29,,1,Nivell D,Escola Els Llorers,1,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 02 1a FASE CEEB,elsllorers@ae-eixample.cat
214994,"AEE Institut Jaume Balmes ""A""",FUTBOL 5 JUVENIL MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,JUVENIL,MIXT,Divendres,18:00 h,,"FUTBOL 5 JUVENIL MIXT COPA CEEB 25-26, FUTBOL 5 JUVENIL MIXT GRUP 04 1a FASE CEEB",aeeiesjaumebalmes@gmail.com
214993,"AEE Institut Jaume Balmes ""B""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,VOLEIBOL,INFANTIL,FEMENI,Divendres,20:00 h,,VOLEIBOL INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,ainaea14@gmail.com
214992,"AEE Institut Jaume Balmes ""A""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,4,VOLEIBOL,INFANTIL,FEMENI,Divendres,20:00 h,,VOLEIBOL INFANTIL FEMENÍ GRUP 07 1a FASE CEEB,onapico4@gmail.com
214991,"AEE Institut Jaume Balmes ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,FUTBOL 5,CADET,MIXT,Dissabte,10:00 h,,"FUTBOL 5 CADET MIXT COPA CEEB 25-26, FUTBOL 5 CADET MIXT GRUP 01 1a FASE CEEB",aeeiesjaumebalmes@gmail.com
214989,"AEE Institut Jaume Balmes ""B""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,,VOLEIBOL ALEVÍ MIXT GRUP 07 1a FASE CEEB,jannaapca@gmail.com
214986,"AEE Institut Jaume Balmes ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,8,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB,jannaapca@gmail.com
214985,"EB Antoni Brusi (FBC) ""Groc""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,EB Antoni Brusi (FBC),Genèrica,Tramitada,,2025-12-11,2025-09-29,,1,Nivell E,Antoni Brusi,Casa,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:15 h,,BÀSQUET BENJAMÍ MIXT GRUP 07 1a FASE CEEB,coordinacio.brusi@gmail.com
214984,"AEE Institut Jaume Balmes ""B""",VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell D,Institut Jaume Balmes,8,VOLEIBOL,PREALEVÍ,MIXT,Divendres,19:15 h,,VOLEIBOL PREALEVÍ MIXT GRUP 03 1a FASE CEEB,violeta.mazzeo@gmail.com
214983,"AEE Institut Jaume Balmes ""A""",VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell D,Institut Jaume Balmes,8,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREALEVÍ MIXT GRUP 04 1a FASE CEEB,ainaea14@gmail.com
214982,"AEE Institut Jaume Balmes ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-09-30,2025-09-29,,1,Nivell C,Institut Jaume Balmes,4,FUTBOL 5,INFANTIL,MIXT,Dissabte,09:00 h,,"FUTBOL 5 INFANTIL MIXT COPA CEEB 25-26, FUTBOL 5 INFANTIL MIXT GRUP 01 1a FASE CEEB",aeeiesjaumebalmes@gmail.com
214981,"Escola Grevol ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Pavelló Escola Grèvol,7,FUTBOL 5,INFANTIL,MIXT,Divendres,19:00 h,,"AMISTÓS FUTBOL 5, FUTBOL 5 INFANTIL MIXT COPA CEEB 25-26, FUTBOL 5 INFANTIL MIXT GRUP 05 1a FASE CEEB",pbragulat@afagrevol.cat
214980,"Escola Grevol ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Pavelló Escola Grèvol,7,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,"FUTBOL 5 ALEVÍ MIXT COPA CEEB 25-26, FUTBOL 5 ALEVÍ MIXT GRUP 11 1a FASE CEEB",pbragulat@afagrevol.cat
214979,"Escola Grevol ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell A,Pavelló Escola Grèvol,7,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:30 h,,"FUTBOL 5 BENJAMÍ MIXT COPA CEEB 25-26, FUTBOL 5 BENJAMÍ MIXT GRUP 15 1a FASE CEEB",pbragulat@afagrevol.cat
214978,"Escola Grevol ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Pavelló Escola Grèvol,7,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,10:30 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 10 1a FASE CEEB,pbragulat@afagrevol.cat
214977,"Escola Grevol ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Pavelló Escola Grèvol,7,FUTBOL 5,MENUTS,MIXT,Dissabte,09:30 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 01 1a FASE CEEB,pbragulat@afagrevol.cat
214976,"Escola Grevol ""A""",FUTBOL 5 MENUDETS|MENUDETES MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Pavelló Escola Grèvol,3,FUTBOL 5,MENUDETS,MIXT,Dissabte,11:00 h,,FUTBOL 5 MENUDETS|MENUDETES MIXT GRUP 01 1a FASE CEEB,pbragulat@afagrevol.cat
214975,"Escola Grevol ""A""",FUTBOL 5 INFANTIL FEMENÍ 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell B,Pavelló Escola Grèvol,3,FUTBOL 5,INFANTIL,FEMENÍ,Divendres,19:00 h,,"FUTBOL 5 CADET FEMENÍ COPA CEEB 25-26, FUTBOL 5 INFANTIL FEMENÍ GRUP 01 1a FASE CEEB",pbragulat@afagrevol.cat
214974,"Escola Grevol ""A""",BÀSQUET MENUTS|MENUDES MIXT 1ª FASE CEEB,,Escola Grevol,Genèrica,Tramitada,,2025-09-29,2025-09-29,,1,Nivell C,Pavelló Escola Grèvol,3,BÀSQUET,MENUDETS,MIXT,Dissabte,10:00 h,,BÀSQUET MENUTS MIXT GRUP 01 1a FASE CEEB,pbragulat@afagrevol.cat
214973,"The BFIS ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,The Benjamin Franklin International School,Genèrica,Tramitada,,2025-10-02,2025-09-29,,1,Nivell E,The Benjamin Franklin International School,7,FUTBOL 5,CADET,MIXT,Divendres,18:45 h,,"FUTBOL 5 CADET MIXT COPA CEEB 25-26, FUTBOL 5 CADET MIXT GRUP 05 1a FASE CEEB",sergig@bfischool.org
